x,pi2,E2,Delta2,M,psi_minus_x
259022,2655.0,2695.1050,-40.1050,-30.0,62.9097
260498,2668.0,2707.6424,-39.6424,-11.0,-35.4243
261983,2677.0,2720.2447,-43.2447,31.0,-110.9576
263475,2688.0,2732.8950,-44.8950,31.0,-129.7583
264977,2704.0,2745.6184,-41.6184,-2.0,-96.1612
266487,2720.0,2758.3979,-38.3979,1.0,-69.8605
268005,2740.0,2771.2335,-31.2335,-53.0,149.0990
269532,2753.0,2784.1335,-31.1335,-51.0,109.8185
271068,2762.0,2797.0977,-35.0977,-65.0,124.7329
272613,2776.0,2810.1260,-34.1260,-42.0,150.1237
274166,2789.0,2823.2099,-34.2099,-14.0,30.5135
275728,2801.0,2836.3576,-35.3576,-4.0,59.1146
277299,2813.0,2849.5692,-36.5692,6.0,104.4848
278879,2830.0,2862.8444,-32.8444,11.0,66.3949
280468,2838.0,2876.1831,-38.1831,42.0,-52.1261
282067,2852.0,2889.5936,-37.5936,42.0,118.0093
283674,2868.0,2903.0590,-35.0590,95.0,29.8856
285290,2886.0,2916.5875,-30.5875,78.0,134.3988
286916,2899.0,2930.1875,-31.1875,75.0,3.5301
288551,2908.0,2943.8504,-35.8504,95.0,-148.2333
290195,2923.0,2957.5760,-34.5760,85.0,-56.8176
291848,2937.0,2971.3644,-34.3644,99.0,-61.6954
293511,2946.0,2985.2237,-39.2237,92.0,-119.8781
295184,2957.0,2999.1537,-42.1537,146.0,-181.0258
296866,2971.0,3013.1460,-42.1460,143.0,-162.2515
298557,2981.0,3027.2005,-46.2005,201.0,-315.5801
300259,2996.0,3041.3337,-45.3337,231.0,-346.8170
301970,3013.0,3055.5288,-42.5288,180.0,-249.6355
303690,3029.0,3069.7857,-40.7857,169.0,-215.2939
305421,3042.0,3084.1209,-42.1209,167.0,-115.4256
307161,3057.0,3098.5177,-41.5177,170.0,-99.5364
308911,3072.0,3112.9842,-40.9842,185.0,-219.2492
310671,3087.0,3127.5203,-40.5203,161.0,-215.4769
312442,3103.0,3142.1342,-39.1342,129.0,-228.2104
314222,3120.0,3156.8091,-36.8091,111.0,-160.5660
316012,3132.0,3171.5531,-39.5531,142.0,-203.3928
317813,3149.0,3186.3745,-37.3745,92.0,-72.7640
319624,3166.0,3201.2649,-35.2649,89.0,42.4007
321445,3184.0,3216.2240,-32.2240,32.0,97.7063
323277,3203.0,3231.2600,-28.2600,-18.0,66.7516
325119,3223.0,3246.3646,-23.3646,-92.0,121.7978
326972,3242.0,3261.5457,-19.5457,-59.0,103.1856
328835,3264.0,3276.7951,-12.7951,-68.0,145.2396
330708,3281.0,3292.1127,-11.1127,-134.0,190.8735
332593,3299.0,3307.5147,-8.5147,-130.0,199.9363
334488,3310.0,3322.9845,-12.9845,-125.0,142.6211
336394,3322.0,3338.5302,-16.5302,-166.0,119.6425
338311,3337.0,3354.1516,-17.1516,-221.0,251.9944
340238,3347.0,3369.8406,-22.8406,-161.0,95.0977
342177,3361.0,3385.6132,-24.6132,-187.0,92.6108
344127,3377.0,3401.4611,-24.4611,-184.0,79.9770
346088,3390.0,3417.3842,-27.3842,-192.0,89.0870
348060,3410.0,3433.3824,-23.3824,-222.0,196.5193
350043,3422.0,3449.4555,-27.4555,-218.0,217.3218
352038,3436.0,3465.6114,-29.6114,-221.0,182.3231
354044,3452.0,3481.8420,-29.8420,-204.0,271.3133
356061,3470.0,3498.1471,-28.1471,-238.0,299.1026
358090,3487.0,3514.5346,-27.5346,-197.0,192.2349
360130,3503.0,3530.9964,-27.9964,-162.0,166.8488
362182,3522.0,3547.5402,-25.5402,-167.0,92.0165
364246,3537.0,3564.1661,-27.1661,-129.0,89.2597
366322,3552.0,3580.8738,-28.8738,-150.0,177.8873
368409,3565.0,3597.6551,-32.6551,-115.0,205.2102
370508,3576.0,3614.5179,-38.5179,-66.0,-15.6862
372619,3591.0,3631.4622,-40.4622,26.0,-148.9956
374743,3605.0,3648.4956,-43.4956,28.0,-143.0386
376878,3624.0,3665.6022,-41.6022,1.0,26.1577
379025,3635.0,3682.7896,-47.7896,16.0,-53.1881
381185,3654.0,3700.0659,-46.0659,26.0,-86.8222
383357,3671.0,3717.4228,-46.4228,7.0,-131.5041
385541,3686.0,3734.8601,-48.8601,5.0,-65.0868
387738,3703.0,3752.3858,-49.3858,55.0,-126.4753
389948,3720.0,3769.9996,-49.9996,61.0,-144.1088
392170,3741.0,3787.6934,-46.6934,50.0,-33.8385
394404,3758.0,3805.4670,-47.4670,-42.0,128.2491
396652,3776.0,3823.3363,-47.3363,-23.0,109.8709
398912,3795.0,3841.2852,-46.2852,21.0,61.1507
401185,3809.0,3859.3214,-50.3214,37.0,6.8179
403471,3830.0,3877.4447,-47.4447,36.0,-124.0417
405770,3854.0,3895.6552,-41.6552,50.0,-163.6625
408082,3870.0,3913.9524,-43.9524,78.0,-241.1106
410407,3887.0,3932.3364,-45.3364,109.0,-162.5998
412746,3905.0,3950.8148,-45.8148,137.0,-129.3590
415098,3922.0,3969.3796,-47.3796,140.0,-133.9048
417463,3939.0,3988.0306,-49.0306,166.0,-221.6271
419842,3959.0,4006.7756,-47.7756,124.0,-56.9751
422234,3981.0,4025.6064,-44.6064,187.0,-156.7336
424640,3998.0,4044.5309,-46.5309,116.0,-88.1081
427059,4020.0,4063.5409,-43.5409,134.0,-180.4656
429493,4044.0,4082.6521,-38.6521,72.0,-228.4476
431940,4071.0,4101.8485,-30.8485,44.0,-54.8651
434401,4088.0,4121.1378,-33.1378,-13.0,99.3754
436877,4109.0,4140.5278,-31.5278,-44.0,181.3243
439366,4118.0,4160.0024,-42.0024,7.0,-27.8917
441870,4137.0,4179.5773,-42.5773,-8.0,28.2897
444387,4161.0,4199.2367,-38.2367,-34.0,254.6292
446920,4176.0,4219.0037,-43.0037,16.0,101.9405
449466,4192.0,4238.8549,-46.8549,53.0,15.4093
452027,4212.0,4258.8055,-46.8055,14.0,188.3341
454603,4231.0,4278.8556,-47.8556,47.0,-75.8239
457193,4254.0,4298.9970,-44.9970,86.0,-46.7864
459798,4271.0,4319.2374,-48.2374,152.0,-142.4185
462418,4283.0,4339.5766,-56.5766,214.0,-362.8112
465053,4310.0,4360.0144,-50.0144,192.0,-205.7210
467703,4325.0,4380.5507,-55.5507,167.0,-264.7391
470368,4340.0,4401.1853,-61.1853,124.0,-174.4147
473048,4362.0,4421.9180,-59.9180,111.0,-110.9761
475744,4387.0,4442.7563,-55.7563,39.0,3.0390
478455,4407.0,4463.6923,-56.6923,9.0,18.2656
481181,4425.0,4484.7259,-59.7259,1.0,117.8066
483923,4441.0,4505.8646,-64.8646,25.0,110.9716
486680,4458.0,4527.1005,-69.1005,23.0,-132.2395
489453,4479.0,4548.4411,-69.4411,5.0,-36.7261
492242,4508.0,4569.8863,-61.8863,-9.0,-54.2682
495047,4529.0,4591.4357,-62.4357,-24.0,16.1067
497868,4548.0,4613.0893,-65.0893,-17.0,93.5689
500705,4570.0,4634.8469,-64.8469,-41.0,116.9409
503558,4587.0,4656.7082,-69.7082,-14.0,-25.4347
506427,4611.0,4678.6731,-67.6731,-97.0,47.1924
509313,4630.0,4700.7491,-70.7491,-64.0,-27.2907
512215,4649.0,4722.9282,-73.9282,3.0,-37.7044
515134,4671.0,4745.2181,-74.2181,-6.0,-50.7112
518069,4693.0,4767.6107,-74.6107,-101.0,99.1588
521021,4722.0,4790.1136,-68.1136,-131.0,108.3093
523990,4748.0,4812.7265,-64.7265,-132.0,141.2245
526976,4780.0,4835.4493,-55.4493,-196.0,304.0619
529978,4802.0,4858.2742,-56.2742,-124.0,181.4044
532998,4819.0,4881.2162,-62.2162,-106.0,194.6829
536035,4836.0,4904.2674,-68.2674,-54.0,59.2770
539090,4865.0,4927.4352,-62.4352,-59.0,111.6228
542161,4896.0,4950.7044,-54.7044,-40.0,116.3504
545251,4917.0,4974.0974,-57.0974,-17.0,37.3492
548358,4931.0,4997.5988,-66.5988,28.0,-103.5877
551482,4960.0,5021.2086,-61.2086,17.0,-15.7486
554625,4982.0,5044.9415,-62.9415,23.0,-57.9246
557785,5003.0,5068.7823,-65.7823,44.0,-42.9924
560963,5028.0,5092.7383,-64.7383,-49.0,61.2125
564160,5048.0,5116.8168,-68.8168,9.0,-150.0945
567374,5073.0,5141.0027,-68.0027,15.0,-238.0841
570607,5101.0,5165.3106,-64.3106,4.0,-91.9070
573859,5128.0,5189.7404,-61.7404,-48.0,-31.7931
577128,5153.0,5214.2770,-61.2770,-55.0,-11.5636
580417,5182.0,5238.9425,-56.9425,-30.0,-3.2986
583724,5211.0,5263.7217,-52.7217,-94.0,48.1129
587050,5233.0,5288.6220,-55.6220,-138.0,121.8208
590395,5259.0,5313.6432,-54.6432,-160.0,191.2175
593760,5283.0,5338.7924,-55.7924,-170.0,129.1633
597143,5313.0,5364.0545,-51.0545,-204.0,176.8112
600545,5338.0,5389.4369,-51.4369,-238.0,120.4630
603967,5363.0,5414.9466,-51.9466,-259.0,225.2163
607409,5388.0,5440.5836,-52.5836,-213.0,218.2843
610870,5415.0,5466.3401,-51.3401,-213.0,233.7703
614351,5438.0,5492.2233,-54.2233,-216.0,204.0735
617851,5466.0,5518.2256,-52.2256,-254.0,423.4942
621372,5486.0,5544.3617,-58.3617,-227.0,310.0812
624913,5517.0,5570.6238,-53.6238,-171.0,278.1874
628473,5540.0,5597.0044,-57.0044,-36.0,41.8972
632054,5571.0,5623.5180,-52.5180,-45.0,-27.0052
635656,5598.0,5650.1644,-52.1644,-31.0,64.9242
639278,5626.0,5676.9360,-50.9360,28.0,-162.3314
642921,5655.0,5703.8400,-48.8400,101.0,-315.5308
646584,5682.0,5730.8686,-48.8686,106.0,-206.3219
650268,5709.0,5758.0292,-49.0292,140.0,-156.6663
653974,5741.0,5785.3287,-44.3287,141.0,-194.3393
657700,5763.0,5812.7523,-49.7523,152.0,-217.0064
661448,5792.0,5840.3144,-48.3144,181.0,-126.0785
665217,5827.0,5868.0075,-41.0075,193.0,-61.2069
669007,5854.0,5895.8313,-41.8313,231.0,-243.7342
672819,5877.0,5923.7928,-46.7928,212.0,-218.6449
676653,5905.0,5951.8920,-46.8920,220.0,-234.0864
680509,5938.0,5980.1285,-42.1285,153.0,-41.5808
684386,5963.0,6008.4947,-45.4947,185.0,-137.0590
688286,5987.0,6037.0051,-50.0051,168.0,-52.3547
692208,6009.0,6065.6521,-56.6521,215.0,-142.5847
696152,6039.0,6094.4354,-55.4354,222.0,-51.4459
700119,6062.0,6123.3622,-61.3622,219.0,-183.4547
704108,6093.0,6152.4248,-59.4248,208.0,-154.0875
708120,6119.0,6181.6304,-62.6304,154.0,70.5713
712155,6151.0,6210.9786,-59.9786,129.0,117.9633
716213,6180.0,6240.4692,-60.4692,105.0,63.2013
720294,6203.0,6270.1020,-67.1020,130.0,-134.2259
724398,6229.0,6299.8767,-70.8767,83.0,-15.7900
728526,6262.0,6329.8003,-67.8003,79.0,-47.8034
732677,6289.0,6359.8653,-70.8653,50.0,13.6819
736852,6317.0,6390.0787,-73.0787,80.0,19.1776
741051,6349.0,6420.4402,-71.4402,46.0,56.4786
745273,6379.0,6450.9424,-71.9424,74.0,-197.8108
749520,6411.0,6481.5994,-70.5994,111.0,-238.7074
753791,6438.0,6512.4038,-74.4038,101.0,-274.7948
758086,6461.0,6543.3552,-82.3552,105.0,-400.8318
762406,6492.0,6574.4608,-82.4608,81.0,-184.4739
766750,6518.0,6605.7128,-87.7128,57.0,-57.9228
771119,6553.0,6637.1184,-84.1184,24.0,25.1697
775513,6586.0,6668.6773,-82.6773,38.0,-84.3685
779932,6617.0,6700.3891,-83.3891,-17.0,-67.8883
784376,6658.0,6732.2536,-74.2536,-37.0,-33.8488
788845,6681.0,6764.2705,-83.2705,8.0,-29.7309
793340,6714.0,6796.4468,-82.4468,22.0,24.9557
797861,6754.0,6828.7821,-74.7821,-72.0,150.6527
802407,6783.0,6861.2691,-78.2691,-62.0,103.7721
806979,6806.0,6893.9145,-87.9145,-56.0,87.1723
811577,6835.0,6926.7182,-91.7182,-62.0,46.4905
816202,6863.0,6959.6870,-96.6870,-82.0,7.9112
820853,6901.0,6992.8135,-91.8135,-120.0,26.9571
825530,6946.0,7026.0973,-80.0973,-211.0,275.8839
830234,6976.0,7059.5454,-83.5454,-149.0,129.9667
834965,7013.0,7093.1574,-80.1574,-179.0,252.0342
839722,7048.0,7126.9260,-78.9260,-140.0,91.0415
844507,7083.0,7160.8651,-77.8651,-245.0,163.2019
849319,7111.0,7194.9672,-83.9672,-138.0,108.0237
854159,7136.0,7229.2393,-93.2393,-138.0,19.9856
859026,7169.0,7263.6739,-94.6739,-113.0,-38.4317
863921,7207.0,7298.2778,-91.2778,-140.0,20.6316
868843,7244.0,7333.0436,-89.0436,-147.0,198.3121
873794,7281.0,7367.9852,-86.9852,-83.0,157.6124
878773,7318.0,7403.0953,-85.0953,-152.0,152.5506
883780,7359.0,7438.3735,-79.3735,-135.0,278.9561
888816,7400.0,7473.8266,-73.8266,-142.0,303.2096
893881,7431.0,7509.4543,-78.4543,-208.0,211.4979
898974,7468.0,7545.2493,-77.2493,-268.0,265.1564
904097,7494.0,7581.2252,-87.2252,-140.0,-31.2656
909248,7532.0,7617.3679,-85.3679,-234.0,339.0621
914429,7573.0,7653.6909,-80.6909,-201.0,48.0496
919640,7611.0,7690.1940,-79.1940,-210.0,150.1245
924880,7660.0,7726.8699,-66.8699,-319.0,311.2752
930150,7693.0,7763.7253,-70.7253,-251.0,303.7892
935450,7724.0,7800.7599,-76.7599,-286.0,302.8780
940780,7759.0,7837.9733,-78.9733,-211.0,102.2381
946141,7802.0,7875.3722,-73.3722,-256.0,209.7382
951532,7837.0,7912.9494,-75.9494,-123.0,103.7603
956954,7869.0,7950.7115,-81.7115,-45.0,-120.5838
962407,7912.0,7988.6581,-76.6581,22.0,-118.9301
967891,7951.0,8026.7890,-75.7890,76.0,-111.6183
973406,7993.0,8065.1039,-72.1039,-26.0,66.8788
978952,8031.0,8103.6023,-72.6023,79.0,-59.1008
984531,8068.0,8142.2980,-74.2980,183.0,-264.1162
990141,8102.0,8181.1767,-79.1767,226.0,-422.0323
995782,8138.0,8220.2380,-82.2380,271.0,-422.2899
1001457,8183.0,8259.5024,-76.5024,218.0,-309.1666
1007163,8230.0,8298.9489,-68.9489,137.0,-183.2073
1012902,8273.0,8338.5909,-65.5909,164.0,22.7567
1018673,8314.0,8378.4211,-64.4211,139.0,-153.5409
1024478,8356.0,8418.4532,-62.4532,59.0,-8.7336
1030315,8398.0,8458.6729,-60.6729,29.0,104.2418
1036186,8442.0,8499.0937,-57.0937,169.0,-19.7265
1042091,8482.0,8539.7152,-57.7152,239.0,-99.1542
1048029,8531.0,8580.5302,-49.5302,257.0,-42.8776
1054000,8569.0,8621.5385,-52.5385,379.0,-328.4309
1060006,8605.0,8662.7533,-57.7533,350.0,-383.8030
1066046,8645.0,8704.1675,-59.1675,421.0,-491.5349
1072121,8688.0,8745.7876,-57.7876,335.0,-437.4999
1078230,8735.0,8787.6064,-52.6064,344.0,-421.8937
1084373,8778.0,8829.6236,-51.6236,274.0,-319.6975
1090552,8817.0,8871.8524,-54.8524,275.0,-619.2942
1096766,8871.0,8914.2857,-43.2857,138.0,-237.7092
1103016,8912.0,8956.9301,-44.9301,174.0,-220.9071
1109301,8959.0,8999.7782,-40.7782,84.0,-41.7236
1115622,9003.0,9042.8366,-39.8366,-33.0,138.8903
1121979,9045.0,9086.1048,-41.1048,51.0,-48.1057
1128372,9085.0,9129.5827,-44.5827,80.0,-191.9406
1134801,9136.0,9173.2697,-37.2697,-22.0,21.0418
1141268,9183.0,9217.1792,-34.1792,-6.0,-59.2357
1147771,9230.0,9261.2971,-31.2971,22.0,-151.9591
1154311,9266.0,9305.6299,-39.6299,75.0,-230.2288
1160888,9317.0,9350.1772,-33.1772,16.0,-175.3630
1167503,9363.0,9394.9455,-31.9455,-46.0,151.4523
1174155,9411.0,9439.9276,-28.9276,34.0,24.9188
1180846,9454.0,9485.1366,-31.1366,-59.0,323.3770
1187574,9506.0,9530.5587,-24.5587,-134.0,468.7816
1194341,9558.0,9576.2070,-18.2070,-172.0,591.9787
1201147,9606.0,9622.0811,-16.0811,-120.0,511.0385
1207991,9639.0,9668.1739,-29.1739,-15.0,128.7834
1214874,9681.0,9714.4918,-33.4918,-83.0,291.4949
1221797,9723.0,9761.0411,-38.0411,-97.0,297.9150
1228759,9773.0,9807.8146,-34.8146,-50.0,153.6750
1235760,9828.0,9854.8121,-26.8121,67.0,-108.6578
1242802,9871.0,9902.0465,-31.0465,60.0,-219.8301
1249883,9931.0,9949.5041,-18.5041,-24.0,131.1044
1257005,9966.0,9997.1978,-31.1978,-78.0,-54.4091
1264168,10024.0,10045.1273,-21.1273,-135.0,65.9771
1271371,10072.0,10093.2855,-21.2855,-201.0,324.9961
1278616,10117.0,10141.6853,-24.6853,-142.0,88.1186
1285901,10160.0,10190.3131,-30.3131,-215.0,172.7252
1293228,10206.0,10239.1817,-33.1817,-163.0,133.8494
1300597,10256.0,10288.2907,-32.2907,-94.0,74.7219
1308008,10304.0,10337.6398,-33.6398,-79.0,-14.0849
1315461,10360.0,10387.2286,-27.2286,-101.0,-113.7807
1322957,10414.0,10437.0632,-23.0632,-126.0,169.3304
1330495,10456.0,10487.1367,-31.1367,-20.0,-65.8044
1338077,10509.0,10537.4619,-28.4619,-30.0,-102.2206
1345701,10574.0,10588.0251,-14.0251,-110.0,34.0357
1353369,10634.0,10638.8392,-4.8392,-7.0,-159.9009
1361081,10684.0,10689.9037,-5.9037,-10.0,-105.3624
1368836,10738.0,10741.2117,-3.2117,-17.0,-147.2040
1376636,10789.0,10792.7759,-3.7759,-34.0,-181.4809
1384480,10847.0,10844.5893,2.4107,-69.0,-164.8076
1392369,10897.0,10896.6581,0.3419,-89.0,-204.1007
1400303,10955.0,10948.9819,6.0181,-238.0,358.6220
1408282,11010.0,11001.5602,8.4398,-165.0,-4.9419
1416306,11057.0,11054.3926,2.6074,-20.0,-134.3709
1424377,11108.0,11107.4918,0.5082,63.0,-389.7357
1432493,11155.0,11160.8443,-5.8443,-44.0,-144.2169
1440655,11202.0,11214.4562,-12.4562,-91.0,44.4625
1448864,11248.0,11268.3336,-20.3336,-22.0,31.1354
1457120,11308.0,11322.4761,-14.4761,-112.0,175.1121
1465423,11369.0,11376.8833,-7.8833,-78.0,204.4952
1473773,11424.0,11431.5546,-7.5546,-76.0,97.8907
1482171,11478.0,11486.4963,-8.4963,-136.0,159.6989
1490616,11534.0,11541.7012,-7.7012,-248.0,227.6149
1499110,11590.0,11597.1821,-7.1821,-307.0,228.5524
1507652,11653.0,11652.9320,0.0680,-308.0,533.4116
1516243,11714.0,11708.9569,5.0431,-345.0,579.3450
1524882,11777.0,11765.2498,11.7502,-271.0,538.0578
1533571,11829.0,11821.8234,7.1766,-176.0,101.2913
1542310,11889.0,11878.6771,10.3229,-143.0,180.5336
1551098,11942.0,11935.8041,6.1959,-103.0,143.0793
1559936,12003.0,11993.2103,9.7897,-45.0,272.9683
1568825,12063.0,12050.9018,12.0982,50.0,-22.5781
1577764,12128.0,12108.8715,19.1285,25.0,127.5657
1586754,12181.0,12167.1257,13.8743,88.0,-190.7515
1595796,12236.0,12225.6701,10.3299,157.0,-263.7717
1604889,12301.0,12284.4979,16.5021,134.0,-28.1373
1614034,12354.0,12343.6152,10.3848,184.0,-312.4846
1623231,12421.0,12403.0213,17.9787,198.0,-230.6694
1632480,12494.0,12462.7159,31.2841,109.0,-104.2012
1641782,12547.0,12522.7048,24.2952,155.0,-341.8707
1651137,12602.0,12582.9877,19.0123,211.0,-271.0316
1660545,12666.0,12643.5640,22.4360,146.0,-242.3035
1670007,12729.0,12704.4396,24.5604,117.0,37.0945
1679523,12799.0,12765.6142,33.3858,97.0,108.7122
1689093,12853.0,12827.0871,25.9129,211.0,-106.4763
1698718,12915.0,12888.8644,26.1356,147.0,-93.2558
1708397,12989.0,12950.9391,38.0609,57.0,-22.6593
1718132,13049.0,13013.3234,35.6766,136.0,-197.9739
1727922,13119.0,13076.0106,42.9894,223.0,-180.3627
1737768,13184.0,13139.0066,44.9934,353.0,-459.0805
1747670,13248.0,13202.3107,45.6893,285.0,-315.7710
1757628,13316.0,13265.9225,50.0775,305.0,-181.4164
1767643,13373.0,13329.8479,43.1521,441.0,-567.4136
1777715,13427.0,13394.0864,32.9136,472.0,-622.9819
1787845,13498.0,13458.6438,39.3562,458.0,-375.1696
1798032,13570.0,13523.5132,46.4868,510.0,-540.2095
1808278,13639.0,13588.7069,50.2931,376.0,-284.9526
1818581,13708.0,13654.2115,53.7885,362.0,-356.3586
1828944,13780.0,13720.0457,59.9543,295.0,-123.2564
1839365,13855.0,13786.1963,68.8037,329.0,-477.7009
1849846,13914.0,13852.6752,61.3248,335.0,-267.7238
1860387,13982.0,13919.4822,62.5178,167.0,-63.0021
1870987,14054.0,13986.6102,67.3898,122.0,101.3675
1881648,14125.0,14054.0714,70.9286,102.0,176.5068
1892370,14195.0,14121.8652,73.1348,61.0,169.5750
1903153,14258.0,14189.9912,68.0088,22.0,11.8392
1913997,14327.0,14258.4487,68.5513,-67.0,166.1149
1924904,14392.0,14327.2499,64.7501,-139.0,80.8120
1935872,14475.0,14396.3815,78.6185,-242.0,271.6200
1946903,14543.0,14465.8557,77.1443,-202.0,519.7202
1957996,14607.0,14535.6656,71.3344,-261.0,342.4806
1969153,14676.0,14605.8232,70.1768,-273.0,111.1324
1980374,14744.0,14676.3279,67.6721,-194.0,-165.3653
1991658,14816.0,14747.1729,68.8271,-255.0,-145.3500
2003007,14890.0,14818.3702,71.6298,-259.0,96.9852
2014420,14965.0,14889.9129,75.0871,-347.0,352.4449
2025898,15045.0,14961.8068,83.1932,-312.0,322.4037
2037442,15129.0,15034.0575,94.9425,-397.0,579.4584
2049051,15189.0,15106.6583,82.3417,-255.0,228.8158
2060727,15270.0,15179.6210,90.3790,-258.0,319.5063
2072469,15345.0,15252.9387,92.0613,-327.0,392.4065
2084278,15414.0,15326.6173,87.3827,-352.0,133.8204
2096155,15492.0,15400.6622,91.3378,-354.0,124.5927
2108099,15555.0,15475.0667,79.9333,-459.0,257.5522
2120111,15634.0,15549.8365,84.1635,-403.0,180.8634
2132192,15701.0,15624.9771,76.0229,-450.0,200.1111
2144341,15777.0,15700.4818,76.5182,-415.0,294.5544
2156560,15852.0,15776.3623,75.6377,-447.0,323.7539
2168848,15938.0,15852.6119,85.3881,-376.0,441.8408
2181206,16010.0,15929.2361,80.7639,-333.0,429.1397
2193635,16084.0,16006.2406,77.7594,-313.0,386.7636
2206135,16151.0,16083.6247,67.3753,-203.0,59.1279
2218705,16226.0,16161.3817,64.6183,-68.0,24.0959
2231348,16306.0,16239.5294,66.4706,-43.0,16.0233
2244062,16402.0,16318.0550,83.9450,-184.0,-50.8913
2256849,16487.0,16396.9700,90.0300,-192.0,118.8984
2269709,16566.0,16476.2739,89.7261,-209.0,340.1948
2282642,16644.0,16555.9661,88.0339,-213.0,434.9415
2295648,16726.0,16636.0460,89.9540,-128.0,234.8777
2308729,16802.0,16716.5252,85.4748,-224.0,338.3120
2321885,16872.0,16797.4030,74.5970,-78.0,-119.1162
2335115,16955.0,16878.6727,76.3273,24.0,-125.1380
2348421,17045.0,16960.3460,84.6540,103.0,-326.7187
2361802,17126.0,17042.4160,83.5840,199.0,-414.7981
2375260,17216.0,17124.8944,91.1056,275.0,-383.9856
2388794,17297.0,17207.7744,89.2256,295.0,-196.2778
2402406,17370.0,17291.0676,78.9324,277.0,-257.5628
2416095,17455.0,17374.7672,80.2328,349.0,-375.9011
2429862,17537.0,17458.8786,78.1214,275.0,-280.3594
2443708,17604.0,17543.4074,60.5926,386.0,-604.0203
2457632,17690.0,17628.3467,61.6533,319.0,-367.8811
2471636,17779.0,17713.7080,65.2920,275.0,-294.5697
2485719,17859.0,17799.4847,59.5153,328.0,-520.0398
2499883,17935.0,17885.6882,49.3118,382.0,-492.7481
2514128,18017.0,17972.3178,44.6822,298.0,-393.6261
2528454,18099.0,18059.3728,39.6272,346.0,-436.2939
2542861,18187.0,18146.8526,40.1474,429.0,-451.3039
2557350,18268.0,18234.7625,33.2375,345.0,-550.0849
2571922,18359.0,18323.1080,35.8920,320.0,-500.0549
2586577,18464.0,18411.8883,52.1117,234.0,-74.6852
2601316,18549.0,18501.1087,47.8913,184.0,-81.9438
2616139,18649.0,18590.7687,58.2313,130.0,-93.5867
2631046,18733.0,18680.8674,52.1326,217.0,-250.0700
2646037,18828.0,18771.4042,56.5958,141.0,76.9757
2661115,18920.0,18862.3965,57.6035,1.0,182.3906
2676278,19016.0,18953.8315,62.1685,47.0,-153.9176
2691528,19103.0,19045.7205,57.2795,132.0,32.9363
2706864,19197.0,19138.0568,58.9432,6.0,142.1669
2722288,19294.0,19230.8517,63.1483,-20.0,243.3656
2737800,19388.0,19324.1045,63.8955,106.0,-300.6386
2753400,19481.0,19417.8145,63.1855,105.0,-237.5314
2769090,19575.0,19511.9929,63.0071,120.0,-50.7100
2784868,19664.0,19606.6270,57.3730,143.0,-227.7153
2800736,19761.0,19701.7280,59.2720,277.0,-266.0985
2816695,19861.0,19797.3013,63.6987,59.0,182.1939
2832745,19950.0,19893.3460,56.6540,-86.0,282.0809
2848886,20051.0,19989.8613,61.1387,-301.0,679.7723
2865120,20143.0,20086.8586,56.1414,-132.0,366.4881
2881445,20232.0,20184.3251,47.6749,-141.0,206.2005
2897864,20321.0,20282.2780,38.7220,-86.0,-4.7188
2914376,20403.0,20380.7104,22.2896,1.0,77.0604
2930983,20509.0,20479.6337,29.3663,33.0,122.3053
2947684,20598.0,20579.0409,18.9591,49.0,-180.7486
2964480,20696.0,20678.9374,17.0626,45.0,-237.2941
2981372,20817.0,20779.3283,37.6717,61.0,-130.0827
2998360,20922.0,20880.2128,41.7872,100.0,59.1110
3015445,21025.0,20981.5960,43.4040,165.0,60.8780
3032627,21117.0,21083.4772,33.5228,273.0,-206.8933
3049907,21214.0,21185.8616,28.1384,354.0,-484.1476
3067286,21316.0,21288.7541,27.2459,388.0,-846.4997
3084763,21435.0,21392.1482,42.8518,220.0,-344.2907
3102341,21553.0,21496.0608,56.9392,218.0,-489.2408
3120018,21658.0,21600.4791,57.5209,52.0,-46.2343
3137796,21764.0,21705.4143,58.5857,-25.0,-205.8473
3155676,21870.0,21810.8714,59.1286,-119.0,-131.5637
3173657,21972.0,21916.8437,55.1563,-222.0,80.5433
3191741,22081.0,22023.3422,57.6578,-274.0,106.7311
3209928,22201.0,22130.3660,70.6340,-498.0,508.5659
3228218,22325.0,22237.9144,87.0856,-591.0,739.5228
3246613,22431.0,22345.9981,85.0019,-638.0,805.0473
3265112,22524.0,22454.6106,69.3894,-584.0,721.1052
3283717,22641.0,22563.7627,77.2373,-583.0,830.6474
3302428,22748.0,22673.4536,74.5464,-529.0,533.6023
3321246,22860.0,22783.6882,76.3118,-413.0,486.8324
3340170,22973.0,22894.4600,78.5400,-317.0,478.8402
3359203,23075.0,23005.7855,69.2145,-238.0,8.3595
3378344,23198.0,23117.6581,80.3419,-326.0,436.5235
3397594,23310.0,23230.0828,79.9172,-363.0,447.3416
3416954,23438.0,23343.0644,94.9356,-363.0,648.7056
3436424,23553.0,23456.6022,96.3978,-434.0,788.8646
3456005,23666.0,23570.7012,95.2988,-528.0,1007.2530
3475698,23778.0,23685.3661,92.6339,-460.0,446.0465
3495503,23883.0,23800.5962,82.4038,-191.0,-54.2051
3515420,24002.0,23916.3906,85.6094,-89.0,-94.0499
3535451,24120.0,24032.7600,87.2400,-6.0,-511.7335
3555597,24235.0,24149.7094,85.2906,176.0,-961.6575
3575857,24360.0,24267.2319,92.7681,221.0,-952.4841
